Código Tipo Supuesto Urgente,Código Distrito Centro,Age_range_code,Nationality_code,Sex_code,year
20.0,14,7,0,0,2020
20.0,5,7,0,1,2020
20.0,14,5,0,1,2020
20.0,15,7,0,0,2020
20.0,13,5,0,0,2020
20.0,6,2,1,0,2020
20.0,6,3,0,0,2020
20.0,6,3,1,0,2020
20.0,15,7,0,0,2020
20.0,12,2,1,0,2020
20.0,9,0,0,0,2020
20.0,15,7,0,0,2020
20.0,11,2,1,1,2020
20.0,5,3,0,0,2020
20.0,11,1,1,0,2020
20.0,5,3,0,0,2020
20.0,8,0,0,0,2020
20.0,13,7,0,1,2020
20.0,7,3,0,0,2020
20.0,7,0,0,0,2020
20.0,8,6,0,0,2020
20.0,11,1,1,0,2020
20.0,6,2,1,0,2020
20.0,7,0,0,0,2020
20.0,6,2,1,0,2020
20.0,8,0,0,0,2020
20.0,13,5,0,0,2020
20.0,13,7,0,1,2020
20.0,13,5,0,0,2020
20.0,14,5,0,0,2020
20.0,6,1,1,1,2020
20.0,11,1,1,0,2020
20.0,13,4,0,0,2020
20.0,13,3,0,0,2020
20.0,13,5,0,0,2020
20.0,8,7,0,1,2020
20.0,6,3,1,0,2020
20.0,8,7,0,1,2020
20.0,8,1,0,0,2020
20.0,13,2,1,0,2020
20.0,7,0,0,0,2020
20.0,13,4,0,0,2020
20.0,6,3,0,0,2020
20.0,6,1,1,1,2020
20.0,14,7,0,1,2020
20.0,6,2,1,0,2020
20.0,7,3,1,0,2020
20.0,11,2,1,0,2020
20.0,7,3,0,0,2020
20.0,12,6,0,0,2020
20.0,15,7,0,0,2020
20.0,7,0,0,0,2020
20.0,10,5,0,0,2020
20.0,13,7,0,1,2020
20.0,13,3,1,0,2020
20.0,4,7,0,1,2020
20.0,8,0,0,0,2020
20.0,15,6,0,0,2020
20.0,13,4,0,0,2020
20.0,6,2,1,0,2020
20.0,13,4,0,0,2020
20.0,11,1,1,0,2020
20.0,6,1,0,0,2020
20.0,15,7,0,0,2020
20.0,6,3,0,0,2020
20.0,10,0,0,0,2020
20.0,7,3,0,0,2020
20.0,11,1,1,0,2020
20.0,13,3,1,1,2020
20.0,6,2,1,0,2020
20.0,6,2,1,0,2020
20.0,8,6,0,0,2020
20.0,6,1,0,0,2020
20.0,7,3,1,0,2020
20.0,13,4,0,0,2020
20.0,6,1,0,0,2020
20.0,14,7,0,1,2020
20.0,15,7,0,0,2020
20.0,10,5,0,0,2020
20.0,13,7,0,1,2020
20.0,13,4,0,0,2020
20.0,6,2,1,0,2020
20.0,8,0,0,0,2020
20.0,8,6,0,0,2020
20.0,6,1,1,0,2020
20.0,8,0,0,0,2020
20.0,8,0,0,0,2020
20.0,13,2,1,0,2020
20.0,5,7,0,1,2020
20.0,15,7,0,0,2020
20.0,6,2,0,0,2020
20.0,6,2,1,0,2020
20.0,6,3,1,0,2020
20.0,8,3,0,0,2020
20.0,6,3,0,0,2020
20.0,6,3,0,0,2020
20.0,14,7,0,1,2020
20.0,6,3,1,0,2020
20.0,6,3,0,0,2020
20.0,6,2,1,0,2020
20.0,13,7,0,1,2020
20.0,11,2,1,0,2020
20.0,8,0,0,0,2020
20.0,8,3,0,0,2020
20.0,7,3,0,0,2020
20.0,8,0,0,0,2020
20.0,7,3,0,0,2020
20.0,7,0,0,0,2020
20.0,13,2,1,0,2020
20.0,6,1,1,1,2020
20.0,6,2,0,0,2020
20.0,8,3,0,0,2020
20.0,13,5,0,1,2020
20.0,6,2,0,0,2020
20.0,6,3,0,0,2020
20.0,7,6,0,0,2020
20.0,12,3,1,1,2020
20.0,13,5,0,0,2020
20.0,11,7,0,1,2020
20.0,8,3,0,0,2020
20.0,13,7,0,1,2020
20.0,7,6,0,0,2020
20.0,10,5,0,0,2020
20.0,12,6,0,1,2020
20.0,13,3,1,0,2020
20.0,7,3,1,0,2020
20.0,12,7,0,1,2020
20.0,15,7,0,0,2020
20.0,8,6,0,0,2020
20.0,7,3,1,0,2020
20.0,9,5,0,0,2020
20.0,8,6,0,0,2020
20.0,6,3,0,0,2020
20.0,14,6,0,0,2020
20.0,7,0,0,0,2020
20.0,12,1,1,0,2020
20.0,7,2,0,0,2020
20.0,15,7,0,0,2020
20.0,6,1,1,1,2020
20.0,7,0,0,0,2020
20.0,10,0,0,0,2020
20.0,8,2,0,0,2020
20.0,13,3,1,0,2020
20.0,7,0,0,0,2020
20.0,9,4,0,0,2020
20.0,9,5,0,0,2020
20.0,7,3,0,0,2020
20.0,6,3,1,0,2020
20.0,12,2,1,0,2020
20.0,7,3,1,0,2020
20.0,8,7,0,1,2020
20.0,13,5,0,0,2020
20.0,13,5,0,0,2020
20.0,13,5,0,0,2020
20.0,6,2,0,0,2020
20.0,12,2,1,0,2020
20.0,12,3,1,1,2020
20.0,12,2,1,1,2020
20.0,4,7,0,1,2020
20.0,12,5,0,0,2020
20.0,11,7,0,1,2020
20.0,13,3,0,0,2020
20.0,6,3,1,0,2020
20.0,12,5,0,0,2020
20.0,13,5,0,0,2020
20.0,6,3,0,0,2020
20.0,9,0,0,0,2020
20.0,8,7,0,1,2020
20.0,6,3,1,0,2020
20.0,4,6,0,0,2020
20.0,5,4,0,0,2020
20.0,14,6,0,0,2020
20.0,14,7,0,1,2020
20.0,6,2,1,0,2020
20.0,5,7,0,1,2020
20.0,7,0,0,0,2020
20.0,12,6,0,0,2020
20.0,6,2,0,0,2020
20.0,6,3,0,0,2020
20.0,6,7,0,1,2020
20.0,8,3,0,0,2020
20.0,7,3,0,0,2020
20.0,6,3,0,0,2020
20.0,11,2,1,0,2020
20.0,12,7,0,1,2020
20.0,8,7,0,1,2020
20.0,13,3,1,0,2020
20.0,13,2,1,1,2020
20.0,12,3,1,1,2020
20.0,10,0,0,0,2020
20.0,6,1,1,0,2020
20.0,13,4,0,1,2020
20.0,13,4,1,0,2020
20.0,6,7,0,1,2020
20.0,9,5,0,0,2020
20.0,15,7,0,0,2020
20.0,7,3,0,0,2020
20.0,6,3,0,0,2020
20.0,13,3,0,0,2020
20.0,12,2,1,0,2020
20.0,11,1,1,0,2020
20.0,8,0,0,0,2020
20.0,13,4,0,1,2020
20.0,9,5,0,0,2020
20.0,6,3,1,0,2020
20.0,15,6,0,0,2020
30.0,11,2,1,1,2020
30.0,6,7,0,1,2020
30.0,13,7,0,0,2020
30.0,13,3,0,0,2020
30.0,11,1,1,1,2020
30.0,12,2,1,1,2020
30.0,6,1,1,1,2020
30.0,15,2,1,0,2020
30.0,12,2,1,1,2020
30.0,8,1,0,1,2020
30.0,8,3,0,0,2020
30.0,10,3,1,1,2020
30.0,20,2,0,1,2020
30.0,17,3,0,1,2020
30.0,15,6,1,0,2020
30.0,10,1,0,0,2020
30.0,11,1,1,1,2020
30.0,6,1,1,1,2020
30.0,12,3,0,0,2020
30.0,13,7,0,0,2020
30.0,2,6,0,1,2020
30.0,13,3,0,0,2020
30.0,17,3,1,1,2020
30.0,6,1,1,1,2020
30.0,1,4,0,1,2020
30.0,15,3,1,0,2020
30.0,11,3,1,0,2020
30.0,10,1,0,0,2020
30.0,11,1,1,0,2020
30.0,6,2,1,1,2020
30.0,6,2,1,0,2020
30.0,1,4,0,1,2020
30.0,13,7,0,0,2020
30.0,6,3,1,1,2020
30.0,17,3,1,0,2020
30.0,8,3,0,1,2020
30.0,12,3,0,1,2020
30.0,2,1,1,0,2020
30.0,8,2,1,0,2020
30.0,12,2,1,1,2020
30.0,15,0,1,1,2020
30.0,20,2,0,1,2020
30.0,11,1,1,1,2020
30.0,9,1,1,1,2020
30.0,13,1,1,1,2020
30.0,13,2,1,1,2020
30.0,13,3,0,1,2020
30.0,4,7,0,0,2020
30.0,12,1,0,1,2020
30.0,16,1,0,1,2020
30.0,7,4,1,0,2020
30.0,9,2,1,1,2020
30.0,6,3,1,1,2020
30.0,1,7,0,0,2020
30.0,8,2,0,1,2020
30.0,11,1,1,1,2020
30.0,15,2,1,1,2020
30.0,20,1,1,0,2020
30.0,8,1,1,1,2020
30.0,13,2,1,0,2020
30.0,6,4,0,1,2020
30.0,6,4,0,0,2020
30.0,18,2,0,1,2020
30.0,17,3,1,0,2020
30.0,4,4,1,0,2020
30.0,4,4,1,0,2020
30.0,13,3,0,1,2020
30.0,13,3,0,1,2020
30.0,6,4,0,1,2020
30.0,8,3,0,1,2020
30.0,2,7,0,0,2020
30.0,13,2,1,0,2020
30.0,1,4,0,1,2020
30.0,1,7,0,0,2020
30.0,15,4,0,0,2020
30.0,9,7,0,0,2020
30.0,5,7,1,0,2020
30.0,6,3,1,1,2020
30.0,9,7,0,0,2020
30.0,13,3,0,1,2020
30.0,16,1,0,1,2020
30.0,7,7,0,0,2020
30.0,7,4,1,1,2020
30.0,10,2,1,0,2020
30.0,13,2,1,0,2020
30.0,1,2,1,0,2020
30.0,1,3,1,0,2020
30.0,17,2,0,1,2020
30.0,11,3,1,1,2020
30.0,13,3,1,1,2020
30.0,13,2,1,1,2020
30.0,17,3,1,1,2020
30.0,1,3,1,0,2020
30.0,13,2,1,1,2020
30.0,6,7,0,1,2020
30.0,10,3,1,1,2020
30.0,13,2,0,1,2020
30.0,6,3,1,1,2020
30.0,13,2,1,1,2020
30.0,6,3,0,1,2020
30.0,20,6,0,1,2020
30.0,10,7,0,0,2020
30.0,8,2,1,1,2020
30.0,8,2,1,0,2020
30.0,13,1,0,1,2020
30.0,8,2,1,1,2020
30.0,1,2,0,0,2020
30.0,1,7,0,0,2020
30.0,20,2,0,1,2020
30.0,8,1,1,1,2020
30.0,11,2,0,1,2020
30.0,1,4,0,0,2020
30.0,10,3,1,0,2020
30.0,12,3,0,0,2020
30.0,11,3,0,1,2020
30.0,7,2,1,1,2020
30.0,15,7,0,0,2020
30.0,4,3,1,0,2020
30.0,2,2,1,1,2020
30.0,2,1,1,1,2020
30.0,1,3,1,1,2020
30.0,17,4,0,1,2020
30.0,12,1,0,0,2020
30.0,13,3,0,1,2020
30.0,16,3,1,0,2020
30.0,6,4,1,0,2020
30.0,6,7,0,0,2020
30.0,6,2,1,1,2020
30.0,11,2,1,1,2020
30.0,13,3,0,1,2020
30.0,11,7,0,0,2020
30.0,11,3,1,1,2020
30.0,13,3,1,1,2020
30.0,13,7,0,0,2020
30.0,8,1,1,1,2020
30.0,13,7,0,0,2020
30.0,13,2,1,1,2020
30.0,6,2,1,1,2020
30.0,6,3,0,1,2020
30.0,8,1,0,1,2020
30.0,6,7,0,0,2020
30.0,15,4,1,0,2020
30.0,12,3,1,1,2020
30.0,6,7,0,0,2020
30.0,6,4,1,0,2020
30.0,12,2,1,1,2020
30.0,16,0,1,1,2020
30.0,7,2,1,1,2020
30.0,6,2,1,1,2020
30.0,13,3,1,1,2020
30.0,20,3,0,1,2020
30.0,13,4,1,1,2020
30.0,6,4,0,1,2020
30.0,15,1,0,1,2020
30.0,13,2,0,0,2020
30.0,6,2,1,1,2020
30.0,10,1,0,1,2020
30.0,8,1,0,1,2020
30.0,13,4,1,0,2020
30.0,6,2,1,1,2020
30.0,13,2,1,1,2020
30.0,19,2,0,1,2020
30.0,1,7,0,0,2020
30.0,18,1,1,0,2020
30.0,11,3,1,0,2020
30.0,7,3,0,0,2020
30.0,6,7,0,0,2020
30.0,6,7,0,1,2020
30.0,13,4,1,1,2020
30.0,13,3,0,1,2020
30.0,12,2,0,1,2020
30.0,13,3,1,1,2020
30.0,13,2,0,1,2020
30.0,11,3,1,0,2020
30.0,11,2,1,1,2020
30.0,13,4,1,0,2020
30.0,6,2,1,1,2020
30.0,20,1,0,0,2020
30.0,1,4,0,0,2020
30.0,6,7,0,0,2020
30.0,15,3,1,1,2020
30.0,7,7,0,1,2020
30.0,17,3,0,1,2020
30.0,12,2,1,1,2020
30.0,7,4,0,1,2020
30.0,1,7,0,0,2020
30.0,10,5,0,0,2020
30.0,6,1,1,1,2020
30.0,13,2,0,0,2020
30.0,8,2,1,1,2020
30.0,11,1,1,1,2020
30.0,16,4,1,0,2020
30.0,2,2,1,1,2020
30.0,20,4,0,0,2020
30.0,6,3,1,1,2020
30.0,8,1,1,1,2020
30.0,15,2,1,1,2020
30.0,4,3,1,0,2020
30.0,7,4,1,0,2020
30.0,15,4,1,0,2020
30.0,7,5,0,0,2020
30.0,10,4,0,1,2020
30.0,7,7,0,1,2020
30.0,8,2,0,1,2020
30.0,17,3,1,0,2020
30.0,8,1,1,1,2020
30.0,16,7,0,0,2020
30.0,15,7,0,1,2020
30.0,8,2,1,1,2020
30.0,12,7,0,1,2020
30.0,11,2,1,1,2020
30.0,6,2,1,1,2020
30.0,6,3,1,0,2020
30.0,13,2,1,1,2020
30.0,6,5,0,0,2020
30.0,15,4,1,0,2020
30.0,12,3,0,1,2020
30.0,15,7,0,0,2020
30.0,13,3,0,1,2020
30.0,6,7,1,0,2020
30.0,13,7,0,0,2020
30.0,7,4,0,1,2020
30.0,6,7,0,1,2020
30.0,17,3,1,0,2020
30.0,13,2,1,1,2020
30.0,1,7,0,0,2020
30.0,15,2,0,0,2020
30.0,8,3,1,0,2020
30.0,1,2,1,0,2020
30.0,8,2,1,0,2020
30.0,12,2,1,1,2020
30.0,15,7,0,0,2020
30.0,6,2,1,1,2020
30.0,5,3,1,1,2020
30.0,10,3,1,1,2020
30.0,6,3,1,0,2020
30.0,8,1,0,1,2020
30.0,8,2,0,1,2020
30.0,10,2,1,1,2020
30.0,8,2,1,1,2020
30.0,20,2,0,1,2020
30.0,18,3,0,0,2020
30.0,8,1,1,1,2020
30.0,16,3,1,0,2020
30.0,6,2,1,0,2020
30.0,13,3,1,1,2020
30.0,17,1,1,1,2020
30.0,10,3,1,1,2020
30.0,19,1,1,0,2020
30.0,13,5,0,0,2020
30.0,20,3,0,1,2020
30.0,15,3,1,1,2020
30.0,6,7,0,0,2020
30.0,7,3,1,0,2020
30.0,13,2,0,1,2020
30.0,10,1,0,0,2020
30.0,11,1,1,1,2020
30.0,17,3,1,0,2020
30.0,11,3,0,1,2020
30.0,11,1,1,1,2020
30.0,11,3,1,1,2020
30.0,5,3,1,1,2020
30.0,11,1,0,1,2020
30.0,6,2,1,0,2020
30.0,13,4,1,0,2020
30.0,6,1,1,1,2020
30.0,10,7,0,0,2020
30.0,13,2,0,1,2020
30.0,6,4,1,0,2020
30.0,15,4,0,0,2020
30.0,2,7,0,0,2020
30.0,13,1,0,1,2020
30.0,11,1,1,0,2020
30.0,6,3,1,1,2020
30.0,13,4,1,0,2020
30.0,13,4,1,0,2020
30.0,7,4,1,0,2020
30.0,11,1,1,1,2020
30.0,11,3,1,0,2020
30.0,13,5,0,1,2020
30.0,8,2,0,0,2020
30.0,2,7,0,0,2020
30.0,11,3,1,1,2020
30.0,10,2,0,1,2020
30.0,6,4,0,1,2020
30.0,11,3,0,0,2020
30.0,13,2,1,1,2020
30.0,13,3,0,0,2020
30.0,10,2,1,1,2020
30.0,8,2,1,1,2020
30.0,6,3,0,1,2020
30.0,18,2,1,0,2020
30.0,12,3,1,1,2020
30.0,13,1,0,1,2020
30.0,6,3,1,1,2020
30.0,19,2,0,1,2020
30.0,8,4,0,1,2020
30.0,11,1,0,1,2020
30.0,6,2,1,1,2020
30.0,4,2,1,1,2020
30.0,1,7,0,0,2020
30.0,6,2,1,0,2020
30.0,6,2,1,0,2020
30.0,7,4,1,1,2020
30.0,11,3,1,1,2020
30.0,15,3,1,1,2020
30.0,7,2,1,1,2020
30.0,6,3,1,1,2020
30.0,11,3,1,0,2020
30.0,1,7,0,0,2020
30.0,6,2,1,1,2020
30.0,7,4,1,1,2020
30.0,11,3,0,1,2020
30.0,6,4,1,0,2020
30.0,12,4,1,1,2020
30.0,13,2,1,1,2020
30.0,13,3,0,1,2020
30.0,15,1,0,1,2020
30.0,13,2,1,1,2020
30.0,1,1,1,0,2020
30.0,13,7,0,1,2020
30.0,11,1,1,1,2020
30.0,6,1,1,1,2020
30.0,12,1,0,1,2020
30.0,16,1,0,1,2020
30.0,2,1,1,0,2020
30.0,13,2,1,1,2020
30.0,13,1,0,1,2020
30.0,6,2,1,0,2020
30.0,8,3,0,1,2020
30.0,17,3,1,0,2020
30.0,6,5,0,0,2020
30.0,1,4,0,1,2020
30.0,13,2,1,1,2020
30.0,6,4,0,0,2020
30.0,8,3,1,1,2020
30.0,8,1,1,1,2020
30.0,1,3,0,0,2020
30.0,8,3,1,1,2020
30.0,11,3,1,1,2020
30.0,11,1,0,1,2020
30.0,1,2,1,0,2020
30.0,6,5,1,1,2020
30.0,13,2,0,1,2020
30.0,13,2,1,1,2020
30.0,13,2,1,1,2020
30.0,15,1,1,1,2020
30.0,6,4,1,1,2020
30.0,18,3,0,0,2020
30.0,6,4,0,1,2020
30.0,15,2,0,0,2020
30.0,6,2,1,1,2020
30.0,12,2,1,1,2020
30.0,10,1,1,0,2020
30.0,1,2,1,0,2020
30.0,10,3,1,1,2020
30.0,8,1,1,1,2020
30.0,7,2,1,1,2020
30.0,4,3,1,1,2020
30.0,16,2,0,1,2020
30.0,8,3,1,1,2020
30.0,11,2,1,1,2020
30.0,2,2,1,1,2020
30.0,11,2,1,0,2020
30.0,16,1,0,1,2020
30.0,12,4,1,1,2020
30.0,6,7,1,0,2020
30.0,8,2,0,1,2020
30.0,12,3,1,1,2020
30.0,2,1,1,0,2020
30.0,7,7,0,1,2020
30.0,15,2,1,1,2020
30.0,11,7,0,1,2020
30.0,5,7,0,0,2020
30.0,13,4,1,1,2020
30.0,13,3,1,0,2020
30.0,6,2,1,1,2020
30.0,11,1,1,1,2020
30.0,17,3,1,0,2020
30.0,15,3,1,1,2020
30.0,11,3,1,1,2020
30.0,16,1,1,1,2020
30.0,13,2,1,1,2020
30.0,20,4,1,0,2020
30.0,13,3,1,1,2020
30.0,13,7,0,1,2020
30.0,12,3,0,0,2020
30.0,6,2,1,1,2020
30.0,10,1,1,1,2020
30.0,8,3,1,1,2020
30.0,13,2,1,0,2020
30.0,8,1,0,1,2020
30.0,8,4,0,1,2020
30.0,11,1,1,1,2020
30.0,11,3,1,1,2020
30.0,6,4,1,0,2020
30.0,13,3,1,1,2020
30.0,6,7,0,0,2020
30.0,12,3,1,1,2020
30.0,10,2,1,0,2020
30.0,6,4,0,1,2020
30.0,20,4,0,1,2020
30.0,10,2,1,0,2020
30.0,20,1,1,1,2020
30.0,1,3,1,0,2020
30.0,20,2,0,1,2020
30.0,15,3,1,1,2020
30.0,6,1,1,1,2020
30.0,7,2,1,1,2020
30.0,12,3,0,1,2020
30.0,6,4,0,1,2020
30.0,15,4,1,0,2020
30.0,13,2,1,1,2020
30.0,8,3,1,1,2020
30.0,7,3,1,1,2020
30.0,14,7,1,1,2020
30.0,17,4,0,1,2020
30.0,8,2,1,1,2020
30.0,16,1,0,1,2020
30.0,17,2,1,0,2020
30.0,15,2,1,1,2020
30.0,13,1,1,0,2020
30.0,20,2,0,1,2020
30.0,10,7,0,0,2020
30.0,17,3,1,1,2020
30.0,7,3,1,1,2020
30.0,11,7,0,0,2020
30.0,10,3,1,1,2020
30.0,19,1,1,0,2020
30.0,6,2,1,1,2020
30.0,13,2,1,1,2020
30.0,11,2,0,1,2020
30.0,10,2,1,1,2020
30.0,13,1,0,1,2020
30.0,6,3,1,1,2020
30.0,2,7,0,1,2020
30.0,11,1,1,0,2020
30.0,18,2,1,0,2020
30.0,16,7,0,0,2020
30.0,16,2,0,0,2020
30.0,17,2,0,0,2020
30.0,13,7,1,0,2020
30.0,7,3,0,0,2020
30.0,5,7,1,0,2020
30.0,6,3,0,1,2020
30.0,4,4,1,0,2020
30.0,8,3,0,0,2020
30.0,13,3,0,1,2020
30.0,11,3,1,0,2020
30.0,12,2,0,0,2020
30.0,13,3,0,1,2020
30.0,15,5,0,0,2020
30.0,6,2,1,1,2020
30.0,6,2,1,1,2020
30.0,15,4,1,0,2020
30.0,1,7,0,0,2020
30.0,6,7,1,0,2020
30.0,4,3,1,1,2020
30.0,13,3,0,1,2020
30.0,6,7,0,1,2020
30.0,16,1,1,1,2020
30.0,8,3,0,1,2020
30.0,6,4,0,1,2020
30.0,4,3,1,1,2020
30.0,10,1,0,1,2020
30.0,7,7,1,0,2020
30.0,6,2,1,1,2020
30.0,7,3,0,1,2020
30.0,15,3,1,1,2020
30.0,12,3,1,1,2020
30.0,13,4,1,0,2020
30.0,1,7,0,0,2020
30.0,7,4,0,1,2020
30.0,2,2,1,0,2020
30.0,10,1,1,0,2020
30.0,13,5,0,0,2020
30.0,2,2,1,1,2020
30.0,10,1,0,1,2020
30.0,9,2,1,1,2020
30.0,6,1,1,0,2020
30.0,12,1,0,1,2020
30.0,2,2,1,1,2020
30.0,6,3,0,0,2020
30.0,20,1,1,1,2020
30.0,16,0,0,1,2020
30.0,20,1,1,1,2020
30.0,11,3,1,1,2020
30.0,2,4,1,0,2020
30.0,13,2,1,1,2020
30.0,13,3,1,0,2020
30.0,6,3,1,1,2020
30.0,20,4,0,1,2020
30.0,3,2,1,0,2020
30.0,19,1,1,0,2020
30.0,17,2,1,0,2020
30.0,7,4,1,0,2020
30.0,8,3,1,1,2020
30.0,6,2,1,1,2020
30.0,4,3,1,0,2020
30.0,13,2,1,1,2020
30.0,2,4,1,0,2020
30.0,10,2,0,1,2020
30.0,1,7,0,0,2020
30.0,13,3,0,1,2020
30.0,10,1,1,1,2020
30.0,15,2,1,0,2020
30.0,6,7,0,1,2020
30.0,6,4,1,0,2020
30.0,11,3,1,1,2020
30.0,6,4,1,1,2020
30.0,4,4,1,0,2020
30.0,10,5,0,0,2020
30.0,12,3,0,0,2020
30.0,13,7,0,1,2020
30.0,13,2,1,1,2020
30.0,1,4,0,0,2020
30.0,4,4,1,0,2020
30.0,19,2,0,1,2020
30.0,4,3,1,0,2020
30.0,11,1,1,0,2020
30.0,13,3,0,1,2020
30.0,6,2,0,1,2020
30.0,6,2,1,0,2020
30.0,15,3,1,0,2020
30.0,13,1,0,1,2020
30.0,8,2,0,1,2020
30.0,12,2,1,1,2020
30.0,6,4,0,0,2020
30.0,8,1,1,1,2020
30.0,8,2,1,1,2020
30.0,20,4,0,0,2020
30.0,13,7,0,0,2020
30.0,15,2,0,0,2020
30.0,20,2,0,1,2020
30.0,6,2,1,1,2020
30.0,13,1,0,1,2020
30.0,1,7,0,0,2020
30.0,16,1,0,1,2020
30.0,6,4,0,1,2020
30.0,15,2,1,1,2020
30.0,10,3,1,1,2020
30.0,8,2,1,0,2020
30.0,13,2,1,1,2020
30.0,8,7,0,0,2020
30.0,13,3,1,0,2020
30.0,10,1,1,0,2020
30.0,1,7,1,1,2020
30.0,6,3,1,1,2020
30.0,15,2,1,1,2020
30.0,6,2,1,1,2020
30.0,4,4,1,1,2020
30.0,15,1,1,1,2020
30.0,13,7,0,0,2020
30.0,6,4,0,0,2020
30.0,16,2,0,1,2020
30.0,6,3,1,1,2020
30.0,8,1,0,1,2020
30.0,11,2,1,1,2020
30.0,6,1,1,1,2020
30.0,15,4,0,0,2020
30.0,13,7,0,0,2020
30.0,8,7,0,0,2020
30.0,6,1,1,1,2020
30.0,8,3,1,1,2020
30.0,4,3,1,1,2020
30.0,8,1,1,1,2020
30.0,12,3,0,0,2020
30.0,16,2,0,0,2020
30.0,10,3,1,0,2020
30.0,8,2,1,1,2020
30.0,16,4,1,0,2020
30.0,8,3,1,1,2020
30.0,1,7,0,0,2020
30.0,19,2,0,1,2020
30.0,11,1,1,1,2020
30.0,15,1,0,1,2020
30.0,6,2,1,0,2020
30.0,15,2,1,1,2020
30.0,3,2,1,0,2020
30.0,6,3,1,1,2020
30.0,8,1,1,1,2020
30.0,8,3,1,1,2020
30.0,5,4,0,0,2020
30.0,6,3,1,1,2020
30.0,17,1,1,1,2020
30.0,1,2,1,0,2020
30.0,12,7,0,1,2020
30.0,8,1,1,1,2020
30.0,8,3,1,1,2020
30.0,20,1,1,0,2020
30.0,12,2,1,1,2020
30.0,11,1,1,1,2020
30.0,4,2,1,1,2020
30.0,8,7,0,0,2020
30.0,8,2,1,1,2020
30.0,6,2,1,1,2020
30.0,15,3,1,1,2020
30.0,15,4,1,0,2020
30.0,8,4,0,1,2020
30.0,6,4,0,1,2020
30.0,11,1,1,0,2020
30.0,11,3,1,1,2020
30.0,11,1,0,1,2020
30.0,13,3,1,1,2020
30.0,7,7,0,1,2020
30.0,15,7,1,0,2020
30.0,12,3,1,1,2020
30.0,16,2,0,0,2020
30.0,12,3,0,0,2020
30.0,10,1,0,1,2020
30.0,6,3,1,1,2020
30.0,6,2,1,0,2020
30.0,17,2,1,1,2020
30.0,1,4,0,1,2020
30.0,2,1,1,0,2020
30.0,6,1,1,0,2020
30.0,7,2,1,1,2020
30.0,6,2,1,1,2020
30.0,20,4,0,1,2020
30.0,1,7,0,0,2020
30.0,7,2,1,1,2020
30.0,17,1,1,1,2020
30.0,1,7,0,0,2020
30.0,6,7,0,0,2020
30.0,7,3,0,0,2020
30.0,7,5,1,0,2020
30.0,8,1,1,1,2020
30.0,12,2,0,1,2020
30.0,6,3,1,1,2020
30.0,19,1,1,0,2020
30.0,13,2,0,1,2020
30.0,11,1,0,1,2020
30.0,8,3,0,1,2020
30.0,6,2,1,1,2020
30.0,6,2,1,1,2020
30.0,3,7,0,0,2020
30.0,13,4,1,1,2020
30.0,8,2,1,1,2020
30.0,8,1,1,1,2020
30.0,16,2,0,1,2020
30.0,13,3,1,1,2020
30.0,6,2,1,1,2020
30.0,12,4,1,1,2020
30.0,1,4,0,1,2020
30.0,6,2,1,1,2020
30.0,8,2,0,1,2020
30.0,4,4,1,0,2020
30.0,14,4,1,0,2020
30.0,12,3,0,1,2020
30.0,8,1,1,1,2020
30.0,1,7,0,0,2020
30.0,11,3,1,1,2020
30.0,13,3,0,0,2020
30.0,6,5,0,0,2020
30.0,8,1,1,1,2020
30.0,1,4,0,1,2020
30.0,11,1,0,1,2020
30.0,20,2,1,1,2020
30.0,16,7,0,0,2020
30.0,6,2,1,1,2020
30.0,12,3,0,1,2020
30.0,19,3,0,0,2020
30.0,13,2,1,1,2020
30.0,15,1,1,1,2020
30.0,6,7,0,1,2020
30.0,7,4,1,0,2020
30.0,16,1,0,1,2020
30.0,13,2,1,1,2020
30.0,6,7,1,0,2020
30.0,6,2,1,0,2020
30.0,2,7,0,1,2020
30.0,8,2,0,0,2020
30.0,19,1,0,0,2020
30.0,4,4,1,0,2020
30.0,1,7,0,0,2020
30.0,13,4,1,0,2020
30.0,11,2,1,1,2020
30.0,1,3,1,1,2020
30.0,1,4,0,0,2020
30.0,6,4,1,0,2020
30.0,6,2,1,1,2020
30.0,20,2,0,1,2020
30.0,13,4,1,0,2020
30.0,6,4,0,1,2020
30.0,12,2,1,1,2020
30.0,11,2,1,1,2020
30.0,10,7,0,0,2020
30.0,10,3,1,1,2020
30.0,11,1,0,1,2020
30.0,19,2,1,1,2020
30.0,16,2,0,0,2020
30.0,13,2,1,1,2020
30.0,8,3,1,1,2020
30.0,11,1,1,1,2020
30.0,4,4,1,1,2020
30.0,12,7,0,0,2020
30.0,6,1,1,0,2020
30.0,10,3,1,0,2020
30.0,13,3,0,1,2020
30.0,16,3,1,0,2020
30.0,20,2,0,1,2020
30.0,10,3,1,0,2020
30.0,8,2,1,0,2020
30.0,11,1,0,1,2020
30.0,6,3,1,1,2020
30.0,13,2,1,1,2020
30.0,20,3,0,1,2020
30.0,8,7,0,0,2020
30.0,11,2,1,1,2020
30.0,13,4,1,0,2020
30.0,6,1,1,1,2020
30.0,8,2,1,0,2020
30.0,13,7,0,1,2020
30.0,11,3,1,1,2020
30.0,11,1,1,1,2020
30.0,7,4,0,1,2020
30.0,11,1,1,1,2020
30.0,6,7,0,0,2020
30.0,17,3,1,0,2020
30.0,16,4,1,0,2020
30.0,1,2,0,0,2020
30.0,1,4,0,1,2020
30.0,6,4,1,0,2020
30.0,13,1,1,0,2020
